Title,,GMD,,,,Publisher,,,Type of book,Call #,?,Publishing city,Call #,?,?,?,Author,Category,Item
Martabak Manis,anis,Text,,,,Gramedia Pustaka Utama,2008,,Rahasia Sukses Usaha Kecil & Menengah,641.5,,Jakarta,641.5,,,,<John Dean >,<Masak-kue>,<T704316>
"Martin Luther Jing, Jr Pejuang Hak-hak Sipil Orang Kulit Hitam",itam,Text,,,,Elex Media Komputindo,2007,,Seri Tokoh Dunia,923,,Jakarta,923,,,,<Comic Tribe>,<Pengetahuan Anak>,<T700388>
Martin Luther King,King,Text,,,,Elex Media Komputindo,2001,,Seri Tokoh Ternama,923,,Jakarta,923,,,,<Verna Wilkins>,<Pengetahuan Anak>,<T701964>
Martin yang Berbudi Luhur,uhur,Text,,,,Nuansa,2009,,Seri Cerita Anak & Remaja,823,,Bandung,823,,,,<Tim Penulis                    >,<Cerita Anak>,<T702148>
Maryamah Karpov - c1,#VALUE!,Text,,,,Bentan,2008,,Novel,813,,Yogyakarta,813,,,,<Andrea Hirata>,<Novel / Fiksi>,<T701514>
Maryamah Karpov - c2,#VALUE!,Text,,,,Bentan,2008,,Novel,813,,Yogyakarta,813,,,,<Andrea Hirata>,<Novel / Fiksi>,<T701515>
Maryamah Karpov - c3,#VALUE!,Text,,,,Bentan,2008,,Novel,813,,Yogyakarta,813,,,,<Andrea Hirata>,<Novel / Fiksi>,<T701516>
Maryamah Karpov - c4,#VALUE!,Text,,,,Bentan,2008,,Novel,813,,Yogyakarta,813,,,,<Andrea Hirata>,<Novel / Fiksi>,<T701517>
Maryamah Karpov - c5,#VALUE!,Text,,,,Bentan,2008,,Novel,813,,Yogyakarta,813,,,,<Andrea Hirata>,<Novel / Fiksi>,<T701518>
Maryamah Karpov - c6,#VALUE!,Text,,,,Bentang Pustaka,2008,,Novel,813,,Yogyakarta,813,,,,<Andrea Hirata>,<Novel / Fiksi>,<T701545>
Masak bersama Anak,Anak,Text,,,,Gaya Favorit Press,2009,,Seri Masak Femina Primarasa,641.5,,Jakarta,641.5,,,,<Tim Penulis >,<Masak-makanan>,<T703524>
Masakan Jawa,Jawa,Text,,,,Kriya Pustaka,2009,,Kuliner Nusantara,641.5,,Jakarta,641.5,,,,<Siti Fatimah>,<Masak-makanan>,<T702189>
Masakan Jawa Timur,imur,Text,,,,Gramedia Pustaka Utama,2009,,Resep Masakan,641.5,,Jakarta,641.5,,,,<Nursaadah  >,<Masak-makanan>,<T703837>
Masakan Makassar,ssar,Text,,,,Kriya Pustaka,2009,,Kuliner Nusantara,641.5,,Jakarta,641.5,,,,<Yeni Ismayanti>,<Masak-makanan>,<T702188>
"Masakan Mi, Bihun & Suun ",uun ,Text,,,,Gaya Favorit Press,2009,,Seri Masak Femina Primarasa,641.6,,Jakarta,641.6,,,,<Tim Penulis >,<Masak-makanan>,<T703520>
"Masakan Mi, Bihun & Suun ",uun ,Text,,,,Gaya Favorit Press,2009,,Seri Masak Femina Primarasa,641.6,,Jakarta,641.6,,,,<Tim Penulis >,<Masak-makanan>,<T704306>
Masakan Padang,dang,Text,,,,Kriya Pustaka,2008,,Kuliner Nusantara,641.5,,Jakarta,641.5,,,,<Adriati Ramli>,<Masak-makanan>,<T702187>
Masalah-masalah (Problems),ems),Text,,,,Indeks,2011,,Kesehatan Emosi,152.4,,Jakarta,152.4,,,,<Joy Cowley >,<Cerita Anak>,<T704654>
Master Intisari Matematika SD,a SD,Text,,,,Cakrawala,2010,,Matematika,510,,Yogyakarta,510,,,,<Soni Hartono >,<Buku Pelajaran>,<T703289>
Mata / Eyes,Eyes,Text,,,,Zikrul Kids,2009,,Seri Pancaindra,611,,Jakarta,611,,,,<Hasna Nelfia>< Febri Irawan >,<Pengetahuan Anak>,<T703454>
Mata dan Telinga (Eyes and Ears),ars),Text,,,,Indeks,2011,,Kesehatan Fisik,614,,Jakarta,614,,,,<Joy Cowley >,<Cerita Anak>,<T704636>
Matahari,hari,Text,,,,Tiga Serangkai,2007,,Mengenal Cuaca,523.7,,Solo,523.7,,,,<Honor Head >,<Pengetahuan Anak>,<T703758>
Matahari adalah Sebuah Bintang,tang,Text,,,,Elex Media Komputindo,2008,,Aku Baru Tahu Kalau,523.7,,Jakarta,523.7,,,,<Kate Petty>,<Pengetahuan Anak>,<T700451>
Matahari adalah Sebuah Bintang - c2,#VALUE!,Text,,,,Elex Media Komputindo,2008,,Aku Baru Tahu Kalau‰Û_.,523.7,,Jakarta,523.7,,,,<Kate Petty>,<Pengetahuan Anak>,<T700834>
Matahari adalah Sebuah Bintang - c3,#VALUE!,Text,,,,Elex Media Komputindo,2008,,Aku Baru Tahu Kalau‰Û_.,523.7,,Jakarta,523.7,,,,<Kate Petty>,<Pengetahuan Anak>,<T700835>
Matahari dan Bulan,ulan,Text,,,,Tiga Serangkai,2009,,Tata Surya,523.7,,Solo,523.7,,,,<Rosalind Mist >,<Pengetahuan Anak>,<T703732>
Matahari dan Bulan,ulan,Text,,,,Tiga Serangkai,2009,,Tata Surya,523.7,,Solo,523.7,,,,<Rosalind Mist >,<Pengetahuan Anak>,<T704389>
Mataku Sehat,ehat,Text,,,,Mizan Pustaka,2008,,My Body,611,,Bandung,611,,,,<Renny Yaniar>,<Pengetahuan Anak>,<T701321>
Matematika Asyik dengan Metode Pemodelan,elan,Text,,,,Mizan Media Utama,2009,,Fun Math 1,510,,Bandung,510,,,,<Fatimah>,<Buku Pelajaran>,<T702212>
Matematika Kls 5 SD,5 SD,Text,,,,Yudistira,2007,,Buku Pelajaran,372.7,,Bogor,372.7,,,,<Tim Bina Metematika >,<Buku Pelajaran>,<T703316>
Matematika Kls 5 SD,5 SD,Text,,,,Yudistira,2007,,Buku Pelajaran,372.7,,Bogor,372.7,,,,<Tim Bina Matematika >,<Buku Pelajaran>,<T703317>
Matematika SD Kelas I,as I,Text,,,,Erlangga,,,Buku Pelajaran,372.7,,Jakarta,372.7,,,,<M. Khafid>< Suyati>,<Buku Pelajaran>,<T702628>
Matematika SD Kelas II,s II,Text,,,,Erlangga,,,Buku Pelajaran,372.7,,Jakarta,372.7,,,,<M. Khafid>< Suyati>,<Buku Pelajaran>,<T702629>
Matematika SD Kelas III, III,Text,,,,Erlangga,,,Buku Pelajaran,372.7,,Jakarta,372.7,,,,<M. Khafid>< Suyati>,<Buku Pelajaran>,<T702630>
Matematika SD Kelas IV,s IV,Text,,,,Erlangga,,,Buku Pelajaran,372.7,,Jakarta,372.7,,,,<Tim Bina Karya Guru>,<Buku Pelajaran>,<T702631>
Matematika SD Kelas V,as V,Text,,,,Erlangga,,,Buku Pelajaran,372.7,,Jakarta,372.7,,,,<Tim Bina Karya Guru>,<Buku Pelajaran>,<T702632>
Matematika SD Kelas VI,s VI,Text,,,,Erlangga,,,Buku Pelajaran,372.7,,Jakarta,372.7,,,,<M. Khafid>< Suyati>,<Buku Pelajaran>,<T702633>
Matematika TK A Semester 1,er 1,Text,,,,Wahyu Media,2008,,Belajar Cepat,510,,Jakarta,510,,,,<W. S Pribadie>,<Aktivitas Anak>,<T702553>
Matematika TK A Semester 2,er 2,Text,,,,Wahyu Media,2009,,Belajar Cepat,510,,Jakarta,510,,,,<W. S Pribadie>,<Aktivitas Anak>,<T702554>
Matematika TK B Semester 1,er 1,Text,,,,Wahyu Media,2008,,Belajar Cepat,510,,Jakarta,510,,,,<W. S. Pribadie>,<Aktivitas Anak>,<T702531>
Matematika TK B Semester 2,er 2,Text,,,,Wahyu Media,2009,,Belajar Cepat,510,,Jakarta,510,,,,<W. S. Pribadie>,<Aktivitas Anak>,<T702532>
Matematika unt SMP Kls VII Smst 1,st 1,Text,,,,Erlangga,2007,,Buku Pelajaran,371.32,,Jakarta,371.32,,,,<M Cholik Adinawan>< Sugijono >,<Buku Pelajaran>,<T703318>
Matematika unt SMP Kls VII Smst 2,st 2,Text,,,,Erlangga,2007,,Buku Pelajaran,371.32,,Jakarta,371.32,,,,<M Cholik Adinawan>< Sugijono >,<Buku Pelajaran>,<T703319>
Materi,teri,Text,,,,Tira Pustaka,1983,,Pustaka Ilmu - Life,539.7,,Jakarta,539.7,,,,<Ralph E. Lapp>,<Pengetahuan Dewasa>,<T701747>
Materi di Alam,Alam,Text,,,,Bhuana Ilmu populer,2010,,Numbers of Life,523.1,,Jakarta,523.1,,,,<Nuria Roca >,<Pengetahuan Anak>,<T703568>
Math is Easy,Easy,Text,,,,Ikids Media,2008,,My First Book,510,,Bintaro,510,,,,<Bambang Ikrar>,<Aktivitas Anak>,<T704329>
Mati Ketawa,tawa,Text,,,,Bhuana Ilmu Populer,2010,,Agen Polisi 212,741.3,,Jakarta,741.3,,,,<Raoul Cauvin><Daniel Kox>,<Komik Bergambar>,<T704175>
Matilda,ilda,Text,,,,Gramedia Pustaka Utama,2002,,Novel,823,,Jakarta,823,,,,<Roald Dahl>,<Novel / Fiksi>,<T703060>
Matilda,ilda,Text,,,,Gramedia Pustaka Utama,2010,,Novel Anak,823,,Jakarta,823,,,,<Roald Dahl >,<Novel / Fiksi>,<T704208>
Maui-Maui,Maui,Text,,,,Allice Saputra Communications,,,Seri Serendipity,823,,,823,,,,<Stephen Cosgrove>,<Cerita Anak>,<T700118>
Maukah Kamu Jadi Murid Di Zaman Victoria? Pelajaran Yang Asyik Untuk Diketahui,ahui,Text,,,,Erlangga For Kids,2003,,Umum ‰ÛÒ Anak,372.2,,Jakarta,372.2,,,,<John Malam>,<Pengetahuan Anak>,<T701289>
Maukah Kamu Jadi Penjelajah Amerika ? Perjalanan Seru Menanti Kamu !,mu !,Text,,,,Erlangga For Kids,2003,,Umum ‰ÛÒ Anak,910.09,,Jakarta,910.09,,,,<Jacqueline Morley>,<Pengetahuan Anak>,<T701290>
Maukah Kamu Jadi Penjelajah Viking ? Perjalanan Yang Seru Untukmu!,kmu!,Text,,,,Erlangga For Kids,2003,,Umum - Anak,910.09,,Jakarta,910.09,,,,<Andrew Langley>,<Pengetahuan Anak>,<T701291>
Maukah Kamu Jadi Temanku?,nku?,Text,,,,Bhuana Ilmu Populer,2007,,Pilih Cerita Favoritemu-Bedtime Stories,813,,Jakarta,813,,,,<Mathew Price>,<Cerita Anak>,<T700510>
Maukah Kamu Membuat Jalan Rel ? Rel Kerata Api Yang Gila Panjangnya,gnya,Text,,,,Erlangga For Kids,2003,,Umum - Anak,385.3,,Jakarta,385.3,,,,<Ian Graham>,<Pengetahuan Anak>,<T701288>
Mawar Kasih Sayang Putri Saripata,pata,Text,,,,Gramedia Pustaka Utama,2006,,Serial Putri,813,,Jakarta,813,,,,<Renny Yaniar>,<Cerita Anak>,<T700471>
Mawar Merah yang Indah,ndah,Text,,,,Bestari Kids,2009,,Seri Dongeng tentang Bunga,813,,Jakarta,813,,,,<Bambang Joko Susilo>,<Cerita Anak>,<T702523>
"Maya, si Lebah",ebah,Text,,,,Elex Media Komputindo,1992,,Buku Dongeng Anak-Anak Bergambar,823,,Jakarta,823,,,,<Shogo Hirata>,<Cerita Anak>,<T701832>
Mayoret,oret,Text,,,,Tiga Serangkai,2005,,Seri Aku Percaya Diri,813,,Solo,813,,,,<Didit Setyo Nugroho >,<Pengetahuan Dewasa>,<T703214>
Me and My Dad  Go Fishing ( Aku dan Ayah Memancing ),ng ),Text,,,,Chilpress Imprint Salamadani,2008,,Little Star,813,,Bandung,813,,,,<Abu Nada>,<Cerita Anak>,<T701424>
Me and My Dad Playing Soccer ( Aku dan Ayah Bermain Bola ),la ),Text,,,,Chilpress Imprint Salamadani,2008,,Little Star,813,,Bandung,813,,,,<Abu Nada>,<Cerita Anak>,<T701425>
Me and My Dad Riding a Bicycle ( Aku dan Ayah Bersepeda ),da ),Text,,,,Chilpress Imprint Salamadani,2008,,Little Star,813,,Bandung,813,,,,<Abu Nada>,<Cerita Anak>,<T701421>
Me and My Dad Riding a Horse ( Aku dan Ayah Berkuda ),da ),Text,,,,Chilpress Imprint Salamadani,2008,,Little Star,813,,Bandung,813,,,,<Abu Nada>,<Cerita Anak>,<T701423>
Me and My Dad Telling a Story ( Aku dan Ayah Mendongeng ),ng ),Text,,,,Chilpress Imprint Salamadani,2008,,Little Star,813,,Bandung,813,,,,<Abu Nada>,<Cerita Anak>,<T701422>
Me and My Mom Gardening (  Aku dan Ibu Berkebun ),un ),Text,,,,Chilpress Imprint Salamadani,2008,,Little Star,813,,Bandung,813,,,,<Abu Nada>,<Cerita Anak>,<T701426>
Me and My Mom Shopping ( Aku dan Ibu Berbelanja ),ja ),Text,,,,Chilpress Imprint Salamadani,2008,,Little Star,813,,Bandung,813,,,,<Abu Nada>,<Cerita Anak>,<T701427>
Medan,edan,Text,,,,Gramedia Pustaka Utama,2009,,Jajanan Kaki Lima Khas,641.509,,Jakarta,641.509,,,,<Linda Carolina Brotodjojo >,<Masak-makanan>,<T703806>
Media Tanam untuk Tanaman Hias,Hias,Text,,,,AgroMedia Pustaka,2007,,Tanaman Hias,635.9,,Jakarta,635.9,,,,<Bernardinus T. Wahyu Wiryanta>,<Umum>,<T700537>
"Meet The Real World, Rahel",ahel,Text,,,,Gramedia Pustaka Utama,2007,,Teenlit,823,,Jakarta,823,,,,<Karen McCombie>,<Novel / Fiksi>,<T701058>
"Meet The Real World, Rahel - c2",#VALUE!,Text,,,,Gramedia Pustaka Utama,2007,,Teenlit,823,,Jakarta,823,,,,<Karen McCombie>,<Novel / Fiksi>,<T701059>
Melacak Jejak Rahasia,asia,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700025>
Melacak Jejak Rahasia - c2,#VALUE!,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700904>
Melacak Jejak Rahasia - c3,#VALUE!,Text,,,,Gramedia Pustaka Utama,2007,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700905>
"Melambunglah, Tigger!",ger!,Text,,,,Elex Media Komputindo,1998,,Seri Bacaan Anak Walt Disney,823,,Jakarta,823,,,,<Isabel Gaines>,<Cerita Anak>,<T701802>
Melati yang Suci,Suci,Text,,,,Bestari Kids,2009,,Seri Dongeng Tentang Bunga,813,,Jakarta,813,,,,<Bambang Joko Susilo >,<Cerita Anak>,<T703490>
Melebatkan Bunga Euphorbia,rbia,Text,,,,Penebar Swadaya,2008,,Tanaman Hias Mudah & Praktis,635.9,,Jakarta,635.9,,,,<Hari Harjanto>,<Umum>,<T700536>
Melepaskan Kuasa Doa, Doa,Text,,,,Light Publishing,2009,,Buku Rohani,248,,Jakarta,248,,,,<George Muller >,<Buku Rohani>,<T704627>
Melukis,ukis,Text,,,,Tiga Serangkai,2007,,"Yuk, Belajar Seni !",750,,Solo,750,,,,<Sue Nicholson>,<Pengetahuan Anak>,<T700730>
Melukis - c2,#VALUE!,Text,,,,Tiga Serangkai,2007,,"Yuk, Belajar Seni !",750,,Solo,750,,,,<Sue Nicholson>,<Pengetahuan Anak>,<T700731>
Melukis - c3,#VALUE!,Text,,,,Tiga Serangkai,2007,,"Yuk, Belajar Seni !",750,,Solo,750,,,,<Sue Nicholson>,<Pengetahuan Anak>,<T700732>
Melukis - c4,#VALUE!,Text,,,,Tiga Serangkai,2007,,"Yuk, Belajar Seni !",750,,Solo,750,,,,<Sue Nicholson>,<Pengetahuan Anak>,<T700733>
Melukis - c5,#VALUE!,Text,,,,Tiga Serangkai,2007,,"Yuk, Belajar Seni !",750,,Solo,750,,,,<Sue Nicholson>,<Pengetahuan Anak>,<T700734>
Memaafkan,fkan,Text,,,,Karisma Publishing Group,2008,,Seri Budi Pekerti,153.6,,Tangerang,153.6,,,,<Zayiah Abdullah/Jufaniza Kamin>,<Cerita Anak>,<T701693>
Memaafkan Orang Lain,Lain,Text,,,,Kanisius,ke-12,,Elf-help Books,813,,Yogyakarta,813,,,,<Carol Ann Morrow>,<Cerita Anak>,<T700443>
Memahami,hami,Text,,,,Karisma Publishing Group,2008,,Seri Pembinaan Karakter,153.8,,Tangerang,153.8,,,,<Sulaiman Zakaria/Azizan Ahmad>,<Cerita Anak>,<T701706>
Mematahkan Kutuk Keturunan,unan,Text,,,,Metanoia,2001,,Buku Rohani,233,,Jakarta,233,,,,<Marilyn Hickey >,<Buku Rohani>,<T703861>
"Membaca, Menulis & Mewarnai 1",ai 1,Text,,,,Wahyu Media,2009,,Belajar Cepat,372.6,,Jakarta,372.6,,,,<W. S Pribadie>,<Aktivitas Anak>,<T702555>
"Membaca, Menulis & Mewarnai 2",ai 2,Text,,,,Wahyu Media,2009,,Belajar Cepat,372.6,,Jakarta,372.6,,,,<W. S Pribadie>,<Aktivitas Anak>,<T702556>
Membantu Tentangga,ngga,Text,,,,Quality Press,2002,,Seri Susie & Sam,823,,Jakarta,823,,,,<Tim Penulis>,<Cerita Anak>,<T701632>
Memberi Makan Lima Ribu Orang,rang,Text,,,,Quality Press,,,Seri Tarantula,823,,,823,,,,<Judy Hamilton>,<Cerita Anak>,<T700331>
Membuat Benda Mengapung dan Tenggelam,elam,Text,,,,Mandira,1997,,Belajar Sambil Bermain,153.3,,Semarang,153.3,,,,<Gary Gibson >,<Pengetahuan Anak>,<T704115>
Membuat Efek Khusus,usus,Text,,,,Tiga Serangkai,2007,,Ayo Berkreasi!,372.5,,Solo,372.5,,,,<Deri Robins >,<Pengetahuan Anak>,<T703727>
Membuat Gelang Persahabatan,atan,Text,,,,Gramedia Pustaka Utama,2008,,Kreativitas,745.5,,Jakarta,745.5,,,,<Helena Patricia >,<Aktivitas - Umum>,<T703780>
Membuat Kertas,rtas,Text,,,,Tiga Serangkai,2007,,Kreasi Daur Ulang,745.5,,Solo,745.5,,,,<Hanna Paluzi >,<Aktivitas - Umum>,<T703788>
Membuat Lauk Crispy,ispy,Text,,,,Agromedia,2010,,Mencipta Rasa Menggugah Selera,641.5,,Jakarta,641.5,,,,<Yuyun A >,<Masak-makanan>,<T704314>
Membuat Patung Gips & Lilin,ilin,Text,,,,Gramedia Pustaka Utama,2010,,Kreativitas,746.6,,Jakarta,746.6,,,,<Olga Jusuf >,<Aktivitas - Umum>,<T703782>
Membuat Stensil dan Cetak,etak,Text,,,,Tiga Serangkai,2007,,Ayo Berkreasi!,372.5,,Solo,372.5,,,,<Deri Robins >,<Pengetahuan Anak>,<T703725>
Membuat Tanaman hias 5 in 1,in 1,Text,,,,Penebar Swadaya,2007,,Tanaman Hias Mudah & Praktis,635.9,,Jakarta,635.9,,,,<Trias Qurnia Dewi>,<Umum>,<T700533>
Memburu Emas Terpendam,ndam,Text,,,,Gramedia Pustaka Utama,2010,,The Hardy Boys,823,,Jakarta,823,,,,<Franklin W Dixon >,<Novel / Fiksi>,<T704185>
Memburu Kereta Api hantu,antu,Text,,,,Gramedia Pustaka Utama,,,Lima Sekawan,823,,,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700350>
Memburu Kereta Api Hantu - c2,#VALUE!,Text,,,,Gramedia Pustaka Utama,2006,,Lima Sekawan,823,,Jakarta,823,,,,<Endi Blyton>,<Novel / Fiksi>,<T701271>
Memburu Kereta Api Hantu - c3,#VALUE!,Text,,,,"PT. Gramedia Pustaka Utama, Jakarta",2011,,Lima sekawan,,,Jakarta,,,,,<Enid Blyton>,<Novel / Fiksi>,<T704775>
Memelihara Suzie (Looking After Suzie),zie),Text,,,,Indeks,,,Kesehatan Sosial,302,,,302,,,,<Joy Cowley >,<Cerita Anak>,<T704643>
Memelihara Suzie (Looking After Suzie),zie),Text,,,,Indeks,2011,,Kesehatan Sosial,302,,Jakarta,302,,,,<Joy Cowley >,<Cerita Anak>,<T704740>
Memily,mily,Text,,,,Alice Saputra Communications Co.,1996,,Seri Serendipity,823,,Bogor,823,,,,<Stephen Cosgrove>,<Cerita Anak>,<T701673>
Memperbanyak Aglaonema,nema,Text,,,,Penebar Swadaya,2007,,Tanaman Hias Mudah & Praktis,635.9,,Jakarta,635.9,,,,<desi Saraswati>,<Umum>,<T700535>
Memperjuangkan Harta Finniston,ston,Text,,,,Gramedia Pustaka Utama,2005,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700916>
Memperjuangkan Harta Finniston - c2,#VALUE!,Text,,,,Gramedia Pustaka Utama,2005,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700917>
Memperjuangkan Harta Finniston - c3,#VALUE!,Text,,,,Gramedia Pustaka Utama,2005,,Lima Sekawan,823,,Jakarta,823,,,,<Enid Blyton>,<Novel / Fiksi>,<T700918>
Menangkap Pemburu Liar,Liar,Text,,,,Bestari Kids,2008,,Bill & Bull,813,,Jakarta,813,,,,<Imam KR Moncol >,<Cerita Anak>,<T703615>
Menantang Boneka Jerami,rami,Text,,,,Kanisius,2006,,Kancil,398.5,,Yogyakarta,398.5,,,,<Eddy Supangkat >,<Cerita Anak>,<T704408>
Menari di Punggung Gajah,ajah,Text,,,,Kanisius,2006,,Kancil,398.5,,Yogyakarta,398.5,,,,<Eddy Supangkat >,<Cerita Anak>,<T704410>
Mencapai Hidup Penuh Keagungan,ngan,Text,,,,Gramedia Pustaka Utama,2007,,The Secret,1,,Jakarta,1,,,,<Wallace D Wattles >,<Umum>,<T703396>
Mencari Beruang Besar,esar,Text,,,,Elex Media Komputindo,-,,Seri Menjelajah Bersama Pooh,813,,Jakarta,813,,,,<Tyas>,<Cerita Anak>,<T700036>
Mencari Beruang Besar - c2,#VALUE!,Text,,,,Elex Media Komputindo,,,Seri Menjelajah Bersama Pooh,823,,,823,,,,<Tyas>,<Cerita Anak>,<T700355>
Mencari Si Bebek Buruk Rupa,Rupa,Text,,,,Gramedia Pustaka Utama,2003,,Looney Tunes,823,,Jakarta,823,,,,<Julie McNally>,<Cerita Anak>,<T702933>
Menciptakan Kesadaran Lingkungan Pada Anak Usia Dini,Dini,Text,,,,Save the Children,,,Buklet Pengasuhan Anak,155.9,,,155.9,,,,<Tim Penulis>,<Umum>,<T702959>
Mencuri Tebu ( Stealing Sugar Cane ),ne ),Text,,,,Naura Booxs,2013,,Serial Bilingual,,,Jakarta,,,,,<Iwok Abqary >,<Cerita Anak>,<T704981>
Mendapat Babysitter yang Baru,Baru,Text,,,,Quality Press,2002,,Seri Susie & Sam,823,,Jakarta,823,,,,<Tim Penulis>,<Cerita Anak>,<T701627>
Mendaur Ulang?,ang?,Text,,,,Elex Media Komputindo,2002,,Mengapa Aku Harus,363.7,,Jakarta,363.7,,,,<Jen Green >,<Pengetahuan Anak>,<T704060>
Menelusuri Lembah Derita,rita,Text,,,,BPK Gunung Mulia,1989,,Buku Rohani,248,,Jakarta,248,,,,<Valette Steel >,<Buku Rohani>,<T703887>
Menemukan Rahasia Kehidupan Doa yang Dijawab,awab,Text,,,,Metanoia,2008,,Buku Rohani,248,,Jakarta,248,,,,<Suzette Hattingh >,<Buku Rohani>,<T704453>
Mengalami Kuasa Perkataan Yesus,esus,Text,,,,Light Publishing,2009,,Buku Rohani,248,,Jakarta,248,,,,<Max Lucado>,<Buku Rohani>,<T702869>
Mengamati Angkasa,kasa,Text,,,,Quality Press,1996,,Memahami Tentang Alam Semesta,925,,Jakarta,925,,,,<Ian Graham>,<Pengetahuan Anak>,<T700162>
Mengamati Burung,rung,Text,,,,Gramedia Pustaka Utama,2008,,Disney Winnie The Pooh Mewarnai,153.5,,Jakarta,153.5,,,,<Tim Elex>,<Aktivitas Anak>,<T700474>
Mengapa Caca Bersedih ?,ih ?,Text,,,,Bestari Kids,2006,,Serial Caca,813,,Jakarta,813,,,,<Edia >,<Cerita Anak>,<T704611>
Mengapa Es Mencair ?,ir ?,Text,,,,Erlangga For Kids,2003,,Apa Pendapatmu ?,1.4,,Jakarta,1.4,,,,<Jim Pipe>,<Pengetahuan Anak>,<T701292>
Mengapa Kodok Bermain Musik,usik,Text,,,,Bestari Kids,2008,,Bill & Bull,597.6,,Jakarta,597.6,,,,<Imam KR Moncol >,<Cerita Anak>,<T703610>
Mengapa Manusia Berkeringat?,gat?,Text,,,,Armandelta Selaras,2008,,Dongeng Sains,507,,,507,,,,<Anna Martina>,<Pengetahuan Anak>,<T702964>
Mengapa Mereka Sukses & Beberapa di antaranya Gagal,agal,Text,,,,Metanoia,1997,,Seri Pahlawan Iman #1,248,,Jakarta,248,,,,<Roberts Liardon >,<Buku Rohani>,<T703850>
Mengapa Mereka Sukses & Beberapa di antaranya Gagal,agal,Text,,,,Metanoia,1997,,Seri Pahlawan Iman #2,248,,Jakarta,248,,,,<Roberts Liardon >,<Buku Rohani>,<T703851>
Mengapa Mereka Sukses & Beberapa di antaranya Gagal,agal,Text,,,,Metanoia,1997,,Seri Pahlawan Iman #3,248,,Jakarta,248,,,,<Roberts Liardon >,<Buku Rohani>,<T703852>
Mengapa Orang Suka Lampu Merah,erah,Text,,,,Bestari kids,2011,,Seri Taman Kanak - Kanak,813,,Jakarta,813,,,,<Agung Jatmiko>,<Cerita Anak>,<T704823>
Mengapa Tuhan,uhan,Text,,,,Immanuel,2000,,Buku Rohani,248,,Jakarta,248,,,,<Joyce Meyer >,<Buku Rohani>,<T703906>
Mengecoh si Pemburu,buru,Text,,,,Gramedia Pustaka Utama,2003,,Daffy Duck,823,,Jakarta,823,,,,<Tim Penulis>,<Cerita Anak>,<T702935>
Mengejar Naga,Naga,Text,,,,Donai,,,Buku Rohani,,,Jakarta,,,,,<Jackie Pulinger>,<Buku Rohani>,<T704855>
Mengejar Roley,oley,Text,,,,Bhuana Ilmu Populer,2010,,Bob the Builder,823,,Jakarta,823,,,,<Tim Penulis >,<Cerita Anak>,<T703368>
Mengenai Badan Kita,Kita,Text,,,,Quality Press,2002,,Buku Bergambar Sinar X,611,,Jakarta,611,,,,<Kathryn Senior>,<Pengetahuan Anak>,<T700145>
Mengenal Alat Musik Tradisional & Non Tradisional,onal,Text,,,,Titik Terang,-,,Alat Musik,781.6,,Jakarta,781.6,,,,<DS. Soewito>,<Kamus>,<T700557>
Mengenal Aneka Jenis Truk,Truk,Text,,,,Tiga Serangkai,2009,,Barney,388.34,,Solo,388.34,,,,<Scott Nickel >,<Cerita Anak>,<T703728>
Mengenal Anggota Tubuh Kita,Kita,Text,,,,Interaksara,2000,,Buku Pemula Untuk Anak-anak (Dwibahasa),611,,Batam,611,,,,<Stella Saputra>,<Aktivitas Anak>,<T700108>
Mengenal Angka,ngka,Text,,,,Bee Media Kidz,2009,,Dua Bahasa Indonesia-Inggris,119,,Jakarta,119,,,,<Tim Bee Media>,<Aktivitas Anak>,<T702474>
Mengenal Angka dan Berhitung 2,ng 2,Text,,,,Karisma Publishing Group,2008,,Aktifitas Anak,372.6,,Tangerang,372.6,,,,<Irwin Saputra>,<Aktivitas Anak>,<T701649>
Mengenal Benda Sekitar,itar,Text,,,,Bee Media Kidz,2009,,Buku DwiLingual,117,,Jakarta,117,,,,<Bujang Atoy>,<Aktivitas Anak>,<T702468>
Mengenal Bentuk,ntuk,Text,,,,Interaksara,2000,,Buku Pemula Untuk Anak-anak (Dwibahasa),117,,Batam,117,,,,<Stella Saputra>,<Aktivitas Anak>,<T700109>
Mengenal Binatang,tang,Text,,,,Interaksarara,2000,,Buku Pemula Untuk Anak-anak (Dwibahasa),591,,Batam,591,,,,<Stella Saputra>,<Aktivitas Anak>,<T700105>
Mengenal Binatang,tang,Text,,,,Bee Media Kidz,2008,,Buku DwiLingual,590,,Jakarta,590,,,,<Bujang Atoy>,<Aktivitas Anak>,<T702469>
Mengenal Buah Buahan,ahan,Text,,,,Bee Media Kidz,2009,,Buku DwiLingual,634,,Jakarta,634,,,,<Bujang Atoy>,<Aktivitas Anak>,<T702467>
